"","state","postal_code","latitude","longitude","stars","review_count","categories","OpenSundays","Open7days","checkedin100","BusinessAcceptsCreditCards","RestaurantsTakeOut","RestaurantsPriceRange2","RestaurantsReservations","RestaurantsDelivery","GoodForKids","OutdoorSeating","RestaurantsAttire","garage","street","validated","lot","valet","WiFi","NoiseLevel","Caters","dessert","latenight","lunch","dinner","brunch","breakfast"
"396","WI",53703,43.072890586,-89.3805208454,3.5,71,"Fast Food, American (Traditional)","1","1",1,"True","True","3","True","False","False","True","dressy","True","True","True","False","True","free","quiet","False","False","False","False","True","False","False"
"397","WI",53562,43.1033362,-89.4925824,3.5,31,"American (Traditional), Nightlife","1","1",0,"True","True","1","False","False","False","True","casual","False","False","False","True","False","free","average","True","False","False","False","False","False","False"
"398","WI",53562,43.0974604,-89.5229994,3.5,109,"Fast Food, American (Traditional)","1","1",1,"True","False","3","True","False","False","False","dressy","False","False","False","True","False","no","quiet","False","False","False","False","True","False","False"
"399","NC",28217,35.1802279047,-80.8843675146,4,65,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"400","NC",28202,35.22532,-80.842489,3,50,"Fast Food, American (Traditional)","0","0",1,"True","True","1","False","True","True","True","casual","True","False","False","False","True","free","average","True","False","False","True","False","False","False"
"401","NC",28214,35.2448577,-80.9380331,3.5,45,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","False","True","False","True","True","False","False"
"402","WI",53589,42.9273433,-89.2489098,3.5,32,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","False","True","False","casual","False","True","False","True","False","no","average","False","False","False","True","True","False","False"
"403","NC",28202,35.2254656104,-80.8430188493,3.5,243,"Nightlife, Bars","1","1",1,"True","True","3","True","False","False","False","dressy","False","False","False","False","False","free","average","True","False","False","False","True","False","False"
"404","NC",28208,35.2370364,-80.8812656,3.5,49,"Fast Food, American (Traditional)","1","1",1,"True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","False","True","True","True","True","False","False"
"405","NC",28277,35.0261746633,-80.8394622803,3.5,135,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","False","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"406","IL",61801,40.1106537,-88.2074643,5,12,"Fast Food, American (Traditional)","0","0",0,"True","True","1","True","True","True","False","casual",NA,NA,NA,NA,NA,"no","quiet","True","False","False","False","False","False","False"
"407","WI",53716,43.062872,-89.308293,2.5,7,"Sandwiches, Fast Food","1","1",0,"True","True","1","False","False","False","True","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","False"
"408","NC",28273,35.1338376387,-80.9391291968,3.5,93,"Fast Food, American (Traditional)","0","0",1,"True","True","2","True","False","True","False","casual","False","False","False","True","False","no","quiet","False","False","False","True","True","False","False"
"409","NC",28227,35.1737168,-80.6575883,4,59,"American (Traditional), Nightlife","1","0",1,"True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"410","NC",28202,35.2278131,-80.8414916,3.5,66,"American (Traditional), Nightlife","1","1",1,"True","True","2","True","False","False","False","casual","True","True","False","False","False","free","average","True","False","False","True","True","False","False"
"411","NC",28202,35.225812,-80.846843,4.5,208,"Fast Food, American (Traditional)","0","0",1,"True","True","1","False","False","True","True","casual",NA,NA,NA,NA,NA,"free","average","False","False","False","True","True","False","False"
"412","WI",53590,43.1866,-89.2315,1.5,16,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","False","True","casual",NA,NA,NA,NA,NA,"free","average","True","False","False","False","False","False","False"
"413","NC",28054,35.2793942815,-81.1424231529,4,11,"Fast Food, American (Traditional)","1","0",0,"True","True","1","False","False","True","True","casual",NA,NA,NA,NA,NA,"free","loud","True",NA,NA,NA,NA,NA,NA
"414","NC",28037,35.4741703632,-80.9932619421,2,21,"Fast Food, American (Traditional)","0","0",0,"True","True","2","True","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","False","True","False","False"
"415","WI",53703,43.0746378454,-89.3867960403,4,33,"Coffee & Tea, Cafes","0","0",0,"True","True","1","False","False","True","False","casual","True","False","False","False","False","free","average","True","False","False","True","False","False","True"
"416","NC",28117,35.5277338,-80.8668857,4,96,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","False","True","True","casual","False","True","False","False","False","no","average","True","False","False","True","True","False","False"
"417","NC",28205,35.2477994,-80.8040482,5,93,"Nightlife, Bars","1","1",1,"True","True","2","False","False","True","False","casual","False","True","False","False","False","free","quiet","True",NA,NA,NA,NA,NA,NA
"418","NC",28012,35.2542483,-81.0413609,4,23,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False",NA,NA,NA,NA,NA,NA
"419","WI",53593,42.9952195,-89.517999,4,33,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","False","True","False","casual","False","False","False","True","False","no","loud","False","False","False","True","False","False","True"
"420","WI",53532,43.24795,-89.343562,3,108,"Fast Food, American (Traditional)","1","1",0,"True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True","True","False","True","False","True","True"
"421","NC",28203,35.201278,-80.843436,3.5,103,"Coffee & Tea, Cafes","1","1",1,"True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","False",NA,NA,NA,NA,NA,NA
"422","NC",28134,35.0891122876,-80.8768777549,2.5,14,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","False","True","False","casual","False","False","False","False","False","no","quiet","False","False","False","False","False","False","False"
"423","NC",28277,35.058548,-80.8139884,3,48,"Sandwiches, Fast Food","1","1",0,"True","True","2","False","False","True","True","casual",NA,NA,NA,NA,NA,"no","loud","True","False","False","True","False","False","False"
"424","IL",61820,40.1154721496,-88.2432021594,4,28,"Coffee & Tea, Cafes","1","1",0,"True","False","2","True","False","True","False","casual","False","True","False","False","False","no","average","False",NA,NA,NA,NA,NA,NA
"425","WI",53703,43.0741091911,-89.37930419,4,170,"Fast Food, American (Traditional)","0","0",1,"True","True","2","False","False","False","True","casual","False","True","False","False","False","no","average","False","False","False","True","True","False","False"
"426","WI",53705,43.0729301199,-89.4532138687,4.5,57,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","False","True","True","casual","True","False","False","False","False","no","average","False","False","False","False","False","False","False"
"427","NC",28105,35.134217,-80.7088804,4,13,"Nightlife, Bars","1","1",0,"True","True","1","True","True","True","False","casual","False","False","False","True","False","no","average","True",NA,NA,NA,NA,NA,NA
"428","NC",28027,35.395303,-80.616795,4,4,"Sandwiches, Fast Food","1","1",0,"True","True","1","True","False","True","False","casual",NA,NA,NA,NA,NA,"free","average","False",NA,NA,NA,NA,NA,NA
"429","NC",28025,35.4101165,-80.5811003,4,119,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","False","True","False","casual","False","True","False","False","False","no","average","True","False","False","True","True","False","False"
"430","NC",28025,35.437917,-80.605711,2.5,32,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","True","casual",NA,NA,NA,NA,NA,"no","average","True",NA,NA,NA,NA,NA,NA
"431","NC",28031,35.480913,-80.882426,4.5,6,"Fast Food, American (Traditional)","0","0",0,"True","True","2","False","True","True","True","casual",NA,NA,NA,NA,NA,"free","average","True",NA,NA,NA,NA,NA,NA
"432","WI",53704,43.1261620623,-89.3063609128,2.5,69,"American (Traditional), Nightlife","1","1",1,"True","True","2","False","False","True","True","casual","False","False","False","True","False","free","loud","True","False","False","True","True","False","False"
"433","NC",28273,35.1029373522,-80.9848520092,3,142,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","True","True","False","False"
"434","NC",28054,35.23256,-81.169418,2,8,"Fast Food, American (Traditional)","1","1",0,"False","False","1","False","False","True","False","casual",NA,NA,NA,NA,NA,"no","average","False",NA,NA,NA,NA,NA,NA
"435","NC",28277,35.0662547,-80.7724494,4.5,344,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","False","True","True","casual","False","False","False","True","False","free","average","False","True","False","True","True","False","False"
"436","NC",28270,35.1399511,-80.7352569,3.5,158,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"437","NC",28056,35.259473,-81.122464,3.5,11,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","False","True","True","casual",NA,NA,NA,NA,NA,"free","average","True",NA,NA,NA,NA,NA,NA
"438","NC",28212,35.2030061,-80.7523168,2.5,7,"Fast Food, American (Traditional)","1","1",0,"True","True","1","True","False","True","False","casual","False","False","False","False","False","free","loud","False","False","False","False","False","False","False"
"439","NC",28217,35.201444,-80.873595,4,5,"Fast Food, American (Traditional)","1","0",0,"True","True","2","False","False","False","False","casual","False","False","False","True","False","free","average","False","False","False","False","False","False","False"
"440","NC",28217,35.1546894,-80.8750816,4,234,"Fast Food, American (Traditional)","1","0",1,"True","True","2","True","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"441","NC",28078,35.4062675,-80.8643534,4,24,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","False","True","True","casual","False","False","False","True","False","no","average","False","False","False","True","False","False","False"
"442","NC",28217,35.1954266,-80.8769528,3.5,50,"Fast Food, American (Traditional)","0","0",0,"True","True","1","False","True","True","False","casual","False","False","False","True","False","free","average","True",NA,NA,NA,NA,NA,NA
"443","WI",53714,43.0867933,-89.3068682,3,10,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","True","True","True","casual","False","False","False","False","False","free","average","True",NA,NA,NA,NA,NA,NA
"444","WI",53711,43.067141,-89.414181,2.5,7,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","True","True","False","casual",NA,NA,NA,NA,NA,"no","average","True",NA,NA,NA,NA,NA,NA
"445","WI",53716,43.0585887,-89.3252664,4,68,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","True",NA,NA,NA,NA,NA,NA
"446","WI",53714,43.0987992,-89.3338968,4,109,"Fast Food, American (Traditional)","1","0",1,"False","True","2","False","False","True","False","casual","False","True","False","False","False","no","average","False","False","False","False","True","False","False"
"447","WI",53532,43.2394189,-89.3424846,3,8,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual",NA,NA,NA,NA,NA,"free","quiet","True",NA,NA,NA,NA,NA,NA
"448","NC",28203,35.210707,-80.859637,4,298,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","False","False","True","casual","False","False","False","True","False","free","average","True","False","False","False","True","False","False"
"449","WI",53703,43.0813586213,-89.3743496772,4.5,7,"Nightlife, Bars","1","1",0,"True","False","2","False","False","False","True","casual","False","True","False","False","False","free","average","False","False","False","False","True","False","False"
"450","NC",28213,35.2944056,-80.7425316,3.5,113,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","False","True","True","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"451","WI",53717,43.0612573,-89.5190801,3.5,7,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","True","casual","False","False","False","False","False","no","average","True",NA,NA,NA,NA,NA,NA
"452","NC",28262,35.3121218,-80.7451296,3,28,"Sandwiches, Fast Food","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","False","False","False"
"453","WI",53704,43.0806001659,-89.3760845032,4,57,"Coffee & Tea, Cafes","1","1",1,"True","True","1","False","False","False","True","casual","True","True","False","False","False","free","average","False",NA,NA,NA,NA,NA,NA
"454","WI",53715,43.0678225,-89.4018354,4,158,"Fast Food, American (Traditional)","0","0",1,"True","True","2","False","False","True","False","casual","False","True","False","False","False","no","loud","False","False","False","False","True","False","False"
"455","IL",61801,40.112708,-88.209446,4,181,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","True","True","True","casual","False","True","False","False","False","no","average","True","False","False","True","True","False","False"
"456","WI",53704,43.1270503,-89.3013786,2,29,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","False",NA,NA,NA,NA,NA,NA
"457","NC",28270,35.1408015,-80.7339845,2.5,27,"Fast Food, American (Traditional)","1","1",1,"True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","True","False","False","False"
"458","NC",28027,35.3665661,-80.7112392,3,41,"American (Traditional), Nightlife","1","1",1,"True","True","2","True","False","True","False","casual","False","False","False","False","False","free","average","True","False","False","False","False","False","False"
"459","NC",28031,35.4814588597,-80.8554607696,3.5,30,"Sandwiches, Fast Food","1","1",0,"True","True","1","False","True","True","True","casual",NA,NA,NA,NA,NA,"free","average","True","False","False","True","False","True","False"
"460","NC",28202,35.2279985,-80.8413468,3.5,197,"Fast Food, American (Traditional)","0","0",1,"True","True","2","True","False","False","True","casual","False","True","False","False","False","no","average","True","False","False","False","True","False","False"
"461","NC",28037,35.490599,-81.032513,4,3,"Nightlife, Bars","1","0",0,"True","True","2","True","False","True","True","casual","False","False","False","False","False","free","average","True",NA,NA,NA,NA,NA,NA
"462","NC",28081,35.4824353232,-80.6271503493,3,36,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","True","True","False","casual",NA,NA,NA,NA,NA,"no","average","True",NA,NA,NA,NA,NA,NA
"463","NC",28079,35.0689849,-80.6786911,3,13,"Fast Food, American (Traditional)","0","0",0,"True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","False",NA,NA,NA,NA,NA,NA
"464","NC",28027,35.3743171,-80.7275842,4,147,"Sandwiches, Fast Food","1","1",1,"True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"465","NC",28202,35.2277715,-80.842934,3.5,108,"Sandwiches, Fast Food","0","0",1,"True","True","1","False","False","True","False","casual","False","True","False","False","False","no","loud","True",NA,NA,NA,NA,NA,NA
"466","WI",53704,43.1488352587,-89.4069194024,4,25,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","True","casual",NA,NA,NA,NA,NA,"free","average","False",NA,NA,NA,NA,NA,NA
"467","NC",28277,35.0953817,-80.7780359,2,11,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","True","True","False","casual",NA,NA,NA,NA,NA,"no","average","False",NA,NA,NA,NA,NA,NA
"468","WI",53703,43.0749909,-89.3922205,4,56,"Coffee & Tea, Cafes","1","1",1,"True","True","1","False","False","True","True","casual","True","False","False","False","False","free","average","False","False","False","False","False","False","False"
"469","WI",53572,43.0100967,-89.7239881,4,7,"Coffee & Tea, Cafes","1","0",0,"True","True","1","False","False","True","False","casual","False","False","False","True","False","free","quiet","False",NA,NA,NA,NA,NA,NA
"470","WI",53532,43.2498818862,-89.3754141033,1.5,11,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","False","True","casual",NA,NA,NA,NA,NA,"free","very_loud","False",NA,NA,NA,NA,NA,NA
"471","NC",28203,35.2168050474,-80.8541905455,2.5,423,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","False","True","True","casual","False","False","False","False","False","free","average","True","False","True","True","True","False","False"
"472","WI",53705,43.07572,-89.44916,2.5,32,"Fast Food, American (Traditional)","1","1",1,"True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","False","False","False"
"473","WI",53703,43.0739068926,-89.382702182,3.5,21,"Coffee & Tea, Cafes","1","1",1,"True","True","2","False","False","False","True","casual","False","True","False","False","False","free","average","False",NA,NA,NA,NA,NA,NA
"474","WI",53705,43.076513,-89.4317035,3.5,10,"Coffee & Tea, Cafes","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","False",NA,NA,NA,NA,NA,NA
"475","NC",28277,35.063315,-80.77362,2.5,15,"Coffee & Tea, Cafes","1","1",1,"True","True","2","True","False","True","True","casual","False","False","False","True","False","free","very_loud","False",NA,NA,NA,NA,NA,NA
"476","NC",28054,35.2639012704,-81.1483017202,4.5,19,"Fast Food, American (Traditional)","1","0",0,"True","True","2","False","False","True","True","casual",NA,NA,NA,NA,NA,"free","average","False","False","False","False","False","False","False"
"477","NC",28027,35.3707988,-80.7157677,2.5,83,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"478","NC",28203,35.2109428,-80.8571737,4,137,"Coffee & Tea, Cafes","1","1",1,"True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","False","True","True"
"479","NC",28037,35.4603506,-80.9931736,4.5,14,"Fast Food, American (Traditional)","0","0",0,"True","True","2","False","False","True","True","casual","False","False","False","False","False","free","loud","True",NA,NA,NA,NA,NA,NA
"480","NC",28211,35.156539,-80.794655,4,156,"American (Traditional), Nightlife","1","1",1,"True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True","True","False","True","True","False","False"
"481","NC",28054,35.2606854,-81.13602072,3,46,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","False","True","True","casual","False","False","False","True","False","free","average","True",NA,NA,NA,NA,NA,NA
"482","NC",28208,35.22844,-80.92388,3,3,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","True","casual","False","False","False","False","False","no","average","False",NA,NA,NA,NA,NA,NA
"483","NC",28052,35.232541,-81.1952167,4,5,"Fast Food, American (Traditional)","0","0",0,"True","True","1","False","False","True","True","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"484","WI",53715,43.0615157,-89.400391,3,106,"Fast Food, American (Traditional)","1","1",1,"True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","True","False","False","False","False"
"485","NC",28207,35.1975303,-80.8255385,4.5,12,"Nightlife, Bars","1","1",0,"True","True","2","True","False","False","True","casual","False","True","False","True","False","free","average","True",NA,NA,NA,NA,NA,NA
"486","NC",28217,35.1598255647,-80.8758025428,4,349,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"487","WI",53703,43.0681572245,-89.3949047961,4,58,"Coffee & Tea, Cafes","1","1",1,"True","True","1","False","False","False","True","casual","False","False","False","True","False","free","average","False","False","False","True","False","True","True"
"488","WI",53718,43.085345,-89.279863,3.5,126,"American (Traditional), Nightlife","1","1",1,"True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True",NA,NA,NA,NA,NA,NA
"489","WI",53593,42.9729291688,-89.5077184215,4,32,"Nightlife, Bars","1","1",0,"True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","False","False","False","False","False","False","False"
"490","NC",28277,35.0983168717,-80.7809628146,2.5,15,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","False","False","False","False"
"491","WI",53562,43.0967142,-89.5117782,3.5,100,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","True","True","False","casual","False","True","False","False","False","no","average","True","False","False","True","True","False","False"
"492","NC",28202,35.2265057323,-80.842097225,3,40,"Coffee & Tea, Cafes","0","0",1,"True","True","1","False","False","False","True","casual","True","False","False","False","False","free","average","False","False","False","True","False","False","True"
"493","NC",28208,35.2183178454,-80.9454292831,3.5,192,"Fast Food, American (Traditional)","1","1",1,"True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","False","False","False","True","True","False","False"
"494","NC",28217,35.155407,-80.875309,3.5,151,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","True","True","False","casual","False","False","False","True","False","free","quiet","True","False","False","True","True","False","False"
"495","NC",28078,35.4370947,-80.8650041,4.5,57,"Coffee & Tea, Cafes","0","0",0,"True","True","2","True","False","True","False","casual","False","False","False","True","False","no","average","True",NA,NA,NA,NA,NA,NA
"496","NC",28036,35.4422136,-80.7625269,1.5,32,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","True","casual","False","False","False","False","False","no","average","True","False","False","False","False","False","False"
"497","NC",28226,35.098863,-80.781315,3.5,34,"Sandwiches, Fast Food","0","0",1,"True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True",NA,NA,NA,NA,NA,NA
"498","WI",53704,43.124969,-89.313502,2,8,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual",NA,NA,NA,NA,NA,"free","average","False","False","False","False","False","False","False"
"499","NC",28210,35.1171464,-80.8575796,4,112,"Sandwiches, Fast Food","0","0",1,"True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","False","False","False"
"500","NC",28075,35.320054,-80.667621,3.5,137,"Fast Food, American (Traditional)","1","1",1,"True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","True"
"501","NC",28164,35.3551025,-81.0880771,2.5,4,"Fast Food, American (Traditional)","1","1",0,"False","True","1","False","False","True","False","casual",NA,NA,NA,NA,NA,"no","average","False",NA,NA,NA,NA,NA,NA
"502","NC",28105,35.0830329,-80.728761,2,8,"Sandwiches, Fast Food","1","1",0,"True","True","2","False","False","True","True","casual",NA,NA,NA,NA,NA,"free","loud","False",NA,NA,NA,NA,NA,NA
"503","NC",28205,35.207085,-80.758012,2,8,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","False","False","no","loud","False",NA,NA,NA,NA,NA,NA
"504","IL",61821,40.1185216,-88.2685325,4,10,"American (Traditional), Nightlife","1","1",0,"True","True","1","False","True","True","True","casual","False","False","False","False","False","no","average","True",NA,NA,NA,NA,NA,NA
"505","WI",53590,43.184173,-89.21377,4,53,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual",NA,NA,NA,NA,NA,"no","average","False","False","False","True","True","False","False"
"506","IL",61821,40.0831798963,-88.2643084814,4,32,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True",NA,NA,NA,NA,NA,NA
"507","NC",28278,35.1655903305,-80.9697301374,3.5,33,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","False","True","True","casual","False","False","False","True","False","free","average","True","True","False","True","True","False","False"
"508","NC",28034,35.3151326,-81.1914141,3,5,"Sandwiches, Fast Food","1","1",0,"True","True","2","True","False","True","False","casual",NA,NA,NA,NA,NA,"no","very_loud","False",NA,NA,NA,NA,NA,NA
"509","NC",28211,35.1551401445,-80.8333495254,3.5,50,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","True","False","False","casual",NA,NA,NA,NA,NA,"free","loud","True",NA,NA,NA,NA,NA,NA
"510","WI",53718,43.0394498,-89.2720501,2,25,"American (Traditional), Nightlife","1","1",0,"True","True","4","False","False","False","False","casual","False","True","False","True","True","free","very_loud","False",NA,NA,NA,NA,NA,NA
"511","NC",28012,35.2431432,-81.0380722,5,26,"Sandwiches, Fast Food","0","0",0,"True","True","1","False","True","True","False","casual","False","True","False","False","False","free","quiet","True","False","False","True","False","True","False"
"512","NC",28012,35.2407646,-81.0385297,5,62,"Coffee & Tea, Cafes","1","1",0,"True","True","1","False","False","True","True","casual","False","True","False","True","False","free","average","False",NA,NA,NA,NA,NA,NA
"513","NC",28227,35.1877,-80.6909,2,12,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","False","True","True","casual",NA,NA,NA,NA,NA,"free","average","True",NA,NA,NA,NA,NA,NA
"514","WI",53704,43.1029911,-89.3457048,4,75,"Fast Food, American (Traditional)","1","1",1,"True","True","1","True","True","True","True","casual","False","False","False","True","False","free","quiet","True","False","False","True","True","False","False"
"515","NC",28211,35.177355,-80.798605,3,7,"Sandwiches, Fast Food","1","1",0,"True","True","2","False","True","True","False","casual","False","False","False","False","False","no","average","True","False","False","False","False","False","False"
"516","NC",28054,35.2636773999,-81.13501288,3,13,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","True","False","False"
"517","WI",53714,43.0979823,-89.3171363,3,37,"Fast Food, American (Traditional)","1","0",0,"True","True","1","False","True","True","False","casual","False","False","False","False","False","no","average","True","False","False","False","False","False","False"
"518","WI",53705,43.0725542026,-89.4300975757,3.5,190,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","False","False","True","casual","False","True","False","False","False","free","average","False","False","False","False","True","True","False"
"519","NC",28105,35.138976,-80.684272,2.5,17,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","True","False","False","casual",NA,NA,NA,NA,NA,"no","average","False",NA,NA,NA,NA,NA,NA
"520","NC",28269,35.3424757,-80.7706758,4,84,"Fast Food, American (Traditional)","1","0",1,"True","True","2","True","True","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"521","WI",53562,43.084479,-89.501462,3,55,"American (Traditional), Nightlife","1","1",1,"True","True","2","True","False","True","True","casual","False","False","False","True","False","free","loud","False","True","False","True","True","False","False"
"522","WI",53718,43.1477516,-89.2874824,3,4,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","True","True","True","casual",NA,NA,NA,NA,NA,"no","average","False",NA,NA,NA,NA,NA,NA
"523","NC",28173,34.956814,-80.756978,1.5,26,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","False"
"524","NC",28202,35.2310245,-80.8381266,4,21,"Coffee & Tea, Cafes","0","0",0,"True","True","1","False","False","True","True","casual","True","True","False","False","False","free","average","True","False","False","True","False","False","True"
"525","NC",28202,35.22924,-80.83971,4.5,430,"Nightlife, Bars","1","1",1,"True","False","2","True","False","False","False","casual","False","True","False","False","False","no","average","False","True","False","False","True","False","False"
"526","NC",28205,35.2205766,-80.8130259,3,117,"Fast Food, American (Traditional)","1","1",1,"True","True","1","False","False","True","False","casual","False","False","False","True","False","free","quiet","True",NA,NA,NA,NA,NA,NA
"527","NC",28211,35.156344,-80.831879,4,310,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"528","NC",28079,35.0767283413,-80.6493479759,3,6,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","True","casual",NA,NA,NA,NA,NA,"free","average","True",NA,NA,NA,NA,NA,NA
"529","NC",28262,35.3176964,-80.7720982,3.5,30,"Fast Food, American (Traditional)","1","1",1,"True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True",NA,NA,NA,NA,NA,NA
"530","WI",53716,43.0567055,-89.326142,3,32,"Nightlife, Bars","0","0",0,"True","True","2","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","False","True","False","False"
"531","WI",53597,43.191265,-89.4363171,4,5,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","True","casual",NA,NA,NA,NA,NA,"free","average","False",NA,NA,NA,NA,NA,NA
"532","NC",28209,35.1699086,-80.851132,2.5,5,"Sandwiches, Fast Food","1","1",0,"True","True","1","False","True","True","True","casual",NA,NA,NA,NA,NA,"free","quiet","False",NA,NA,NA,NA,NA,NA
"533","NC",28203,35.2099102,-80.8593356,4,153,"Nightlife, Bars","1","1",1,"True","True","2","True","False","False","True","casual","False","False","False","True","False","free","average","True","False","True","False","True","False","False"
"534","NC",28209,35.174487,-80.8484579,3.5,116,"Nightlife, Bars","1","1",0,"True","False","2","False","False","False","False","dressy","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"535","WI",53704,43.092222,-89.353436,4,172,"Nightlife, Bars","1","1",1,"True","True","2","True","True","True","False","casual","False","True","False","False","False","no","average","True","False","False","True","True","False","False"
"536","NC",28025,35.441451,-80.607065,2.5,25,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","False","True","False","casual","False","False","False","True","False","no","very_loud","False","False","False","True","True","False","True"
